Title,Content,URL,Date,Location
What do countries call themselves? The stories behind their original names,Around half of the world’s countries have native or local names that differ from their English versions.,https://www.aljazeera.com/news/2025/2/21/what-do-countries-call-themselves-the-stories-behind-their-original-names,21-Feb-25,
Hamas probes Israeli claim returned body was not female captive in Gaza,Israeli army said remains of two child captives identified but another body was not of their mother Shiri Bibas.,https://www.aljazeera.com/news/2025/2/21/israel-says-mother-of-child-captives-not-among-bodies-released-by-hamas,21-Feb-25,
Israel targets occupied West Bank after bus blasts near Tel Aviv,Three empty buses exploded on Thursday evening while Israeli police found two more undetonated bombs.,https://www.aljazeera.com/news/2025/2/21/netanyahu-takes-aim-at-west-bank-after-bus-explosions-near-tel-aviv,21-Feb-25,
Updates: Hamas says remains of Gaza captive Shiri Bibas given to Red Cross,"These were the updates on Israel’s war on Gaza and attacks on the occupied West Bank for Friday, February 21.",https://www.aljazeera.com/news/liveblog/2025/2/21/live-israel-ramps-up-west-bank-assault-after-bus-blasts-near-tel-aviv,21-Feb-25,
Three buses explode in Israel’s Bat Yam,Three explosions took place on empty buses in separate car parks near Tel Aviv in the city of Bat Yam.,https://www.aljazeera.com/program/newsfeed/2025/2/20/three-buses-explode-in-israels-bat-yam,20-Feb-25,
‘Emotional torture’: Canada faces lawsuit over delays to Gaza visa scheme,Palestinian families are suing Canada over visa delays they say leave people at risk of life-threatening harms in Gaza.,https://www.aljazeera.com/news/2025/2/20/canada-faces-lawsuit-over-delays-to-gaza-visa-programme,20-Feb-25,
Bulldozers and trucks carrying mobile homes seen entering Gaza,"Bulldozers, building materials and housing units have been seen at the Rafah crossing.",https://www.aljazeera.com/program/newsfeed/2025/2/20/bulldozers-and-trucks-carrying-mobile-homes-seen-entering-gaza,20-Feb-25,
Marco Rubio: A traditionalist hawk in the age of Trump,The ‘might makes right’ worldview and ambitions that drive the top US diplomat spearheading Trump’s foreign policy.,https://www.aljazeera.com/features/2025/2/20/marco-rubio-a-traditionalist-hawk-in-the-age-of-trump,20-Feb-25,
Hamas releases bodies of four Israeli captives including Bibas family,"Hamas has released the bodies of four Israeli captives who’d been held in Gaza, including the Bibas family.",https://www.aljazeera.com/program/newsfeed/2025/2/20/hamas-releases-bodies-of-4-israeli-captives-including-bibas-family,20-Feb-25,
Arab leaders to meet to counter Trump’s Gaza plan,"The closed-door summit in Riyadh will take place on Friday, Saudi Arabia has said.",https://www.aljazeera.com/news/2025/2/20/arab-leaders-set-to-meet-to-counter-trumps-gaza-plan,20-Feb-25,
Palestinians say the occupied West Bank & Gaza hard to tell apart,Palestinians in the occupied West Bank say the Israel is using the same tactics it used in Gaza to forcibly expel them.,https://www.aljazeera.com/program/newsfeed/2025/2/20/palestinians-say-the-occupied-west-bank-gaza-hard-to-tell-apart,20-Feb-25,
"After splinter, can Sudan’s anti-war coalition reinvent itself?","Sudan’s antiwar coalition, Taqaddum, splintered into two entities. One joined RSF and the other professes neutrality.",https://www.aljazeera.com/news/2025/2/20/after-splinter-can-sudans-anti-war-coalition-reinvent-itself,20-Feb-25,
Israel increases “unlawful detention” of Palestinians,Milena Ansari talks about the unlawful detention of Palestinians,https://www.aljazeera.com/program/quotable/2025/2/20/israel-increases-unlawful-detention-of-palestinians-2,20-Feb-25,
What’s going on with the Gaza ceasefire deal?,The clock is ticking towards phase two of the Gaza ceasefire deal but there are still major questions over the accord.,https://www.aljazeera.com/program/newsfeed/2025/2/20/whats-going-on-with-the-gaza-ceasefire-deal,20-Feb-25,
Palestinians in Gaza work to rebuild Jabalia’s central market,"Jabalia’s once-bustling market lies in ruins, but vendors in Gaza are clearing the rubble by hand",https://www.aljazeera.com/program/newsfeed/2025/2/20/palestinians-in-gaza-work-to-rebuild-jabalias-central-market,20-Feb-25,
Detained Gaza doctor Hussam Abu Safia seen shackled in new video,The detained director of Gaza’s Kamal Adwan Hospital has been shown in shackles in a video on Israeli media.,https://www.aljazeera.com/program/newsfeed/2025/2/20/detained-gaza-doctor-hussam-abu-safia-seen-shackled-in-new-video,20-Feb-25,
"Fight time, undercard, ring walks: What to know about Beterbiev vs Bivol 2","All to know about the Artur Beterbiev-Dmitry Bivol IBF, IBO, WBC and WBO World Light-Heavyweight title rematch.",https://www.aljazeera.com/sports/2025/2/20/beterbiev-vs-bivol-2-boxing-start-time-fight-card-how-to-watch,20-Feb-25,
Hamas hands over bodies of four Israelis held captive in Gaza,"Hamas said all four, including two children, were killed in Israeli air attacks on Gaza.",https://www.aljazeera.com/news/2025/2/20/hamas-releases-bodies-of-four-israelis-held-captive-in-gaza,20-Feb-25,
Israeli army kills 3 Palestinians in attack on West Bank refugee camp,"Israeli soldiers storm the Far’a refugee camp, killing three, as raids and arrests continue across the West Bank.",https://www.aljazeera.com/news/2025/2/20/israeli-army-kills-three-palestinians-in-west-bank-refugee-camp-assault,20-Feb-25,
"Russia-Ukraine war: List of key events – day 1,092","Here are the key developments on the 1,092nd day of Russia’s full-scale invasion of Ukraine.",https://www.aljazeera.com/news/2025/2/20/russia-ukraine-war-list-of-key-events-day-22,20-Feb-25,
The Take: Where will Captagon users get the drug after Assad’s fall?,"The drug, often smuggled to the Gulf, once provided key revenue and diplomatic leverage to al-Assad’s former regime.",https://www.aljazeera.com/podcasts/2025/2/20/the-take-where-will-captagon-users-get-the-drug-after-assads-fall,20-Feb-25,
Updates: Three buses explode near Tel Aviv in suspected ‘terror’ attack,"These were the updates on Israel’s war on Gaza and attacks on the occupied West Bank for Thursday, February 20.",https://www.aljazeera.com/news/liveblog/2025/2/20/live-hamas-to-release-bodies-of-israeli-captives-as-shaky-gaza-truce-holds,20-Feb-25,
Qatar’s emir holds talks with Iran’s president in Tehran,Qatar’s Emir Sheikh Tamim bin Hamad Al Thani has visited Iran’s President Masoud Pezeshkian in Tehran.,https://www.aljazeera.com/program/newsfeed/2025/2/19/video-qatars-emir-holds-talks-with-irans-president-in-tehran,19-Feb-25,
Qatar’s emir holds talks with Iran’s supreme leader in Tehran,Qatar’s Sheikh Tamim bin Hamad Al Thani says regional challenges ‘necessitate coordination’.,https://www.aljazeera.com/news/2025/2/19/qatar-and-iran-strengthen-economic-ties-discuss-gaza-syria-region,19-Feb-25,
Five questions with ONE Kickboxing World Champion Jonathan Haggerty,The Muay Thai and kickboxing star is in Qatar before his ONE world title fight against China’s Wei Rui on February 20.,https://www.aljazeera.com/sports/2025/2/19/qa-jonathan-haggerty-mma-world-champion-talks-one-171-wei-rui-fight,19-Feb-25,
US-Russia Talks: Five takeaways from Rubio-Lavrov meeting on Ukraine war,Zelenskyy accuses the US of ending Moscow’s isolation as the US and Russia discuss ending Ukraine war and reviving ties.,https://www.aljazeera.com/news/2025/2/19/us-russia-talks-five-takeaways-from-rubio-lavrov-meeting-on-ukraine-war,19-Feb-25,
Champions Trophy: Bangladesh vs India – all you need to know,Al Jazeera takes a close look at favourites India against Bangladesh in their Champions Trophy opener on Thursday.,https://www.aljazeera.com/sports/2025/2/19/icc-champions-trophy-2025-bangladesh-vs-india-start-teams-preview,19-Feb-25,
How could US aid cuts affect families of ISIL fighters stuck in Syria?,Officials in Syria have told Al Jazeera’s that US aid cuts could destabilise the camps where ISIL fighters are detained.,https://www.aljazeera.com/program/newsfeed/2025/2/19/how-could-us-aid-cuts-affect-families-of-isil-fighters-stuck-in-syria,19-Feb-25,
Israeli drone attack kills 1 in southern Lebanon despite ceasefire deal,The incident marks the first death since Israeli troops withdrew from most of the border area on Tuesday.,https://www.aljazeera.com/news/2025/2/19/israeli-drone-attack-kills-1-in-southern-lebanon-despite-ceasefire-deal,19-Feb-25,
Gaza urgently needs a more effective humanitarian approach,Palestinian families need to be supported in a way that affords them dignity and hope.,https://www.aljazeera.com/opinions/2025/2/19/gaza-urgently-needs-a-more-effective-humanitarian-approach,19-Feb-25,
"Destruction, displacement continue as Israel’s Jenin raid enters 2nd month","Thousands flee Jenin as Israeli army continues demolitions, marking largest displacement in decades across West Bank.",https://www.aljazeera.com/news/2025/2/19/israeli-armys-jenin-raid-enters-2nd-month-mass-displacement-in-west-bank,19-Feb-25,
Diala Ayesh on arrest and detention in Israel,Diala Ayesh is a former Palestinian prisoner in Israel talks about unlawful detention in Israel,https://www.aljazeera.com/program/unmute/2025/2/19/diala-ayesh-on-arrest-and-detention-in-israel,19-Feb-25,
Lebanon’s political families: The Karami Dynasty,"The Karami family, Sunni by faith, produced three Lebanese prime ministers during the country’s most turbulent times.",https://www.aljazeera.com/program/al-jazeera-world/2025/2/19/lebanons-political-families-the-karami-dynasty,19-Feb-25,
Hamas offers to release all captives for end to Israel’s war on Gaza,"Hamas says it seeks a lasting ceasefire and a full Israeli pullout, rejecting conditions for its removal from Gaza.",https://www.aljazeera.com/news/2025/2/19/hamas-offers-to-release-all-captives-for-end-to-israels-war-on-gaza,19-Feb-25,
Thutmose II’s tomb is Egypt’s biggest archaeological discovery since 1922,"Archaeologists uncover Thutmose II’s 3,500-year-old tomb, marking a groundbreaking discovery in Egypt’s Thebes region.",https://www.aljazeera.com/news/2025/2/19/thutmose-ii-tomb-is-egypts-biggest-archaeological-discovery-since-1922,19-Feb-25,
"As Sudan’s army routs RSF from Khartoum, Sudanese reactions are mixed",Sudan’s civilians are bearing the brunt of the battle for Khartoum between the army and RSF.,https://www.aljazeera.com/features/2025/2/19/as-sudans-army-routs-rsf-from-khartoum-sudanese-reactions-are-mixed,19-Feb-25,
"Russia-Ukraine war: List of key events – day 1,091","Here are the key developments on the 1,091st day of Russia’s full-scale invasion of Ukraine.",https://www.aljazeera.com/news/2025/2/19/russia-ukraine-war-list-of-key-events-day-one-thousand-ninety-one,19-Feb-25,
More than $50bn needed to rebuild Gaza after Israel’s war on enclave,Researchers conclude that $53.2bn is needed for extensive reconstruction and recovery efforts over the next 10 years.,https://www.aljazeera.com/news/2025/2/19/more-than-50bn-needed-to-rebuild-gaza-after-israels-war-on-enclave,19-Feb-25,
Updates: Hamas offers all captives for permanent truce amid Israel attacks,Hamas’s proposal comes as Israel says negotiations for a second phase of the Gaza deal will begin this week.,https://www.aljazeera.com/news/liveblog/2025/2/19/live-israeli-tanks-fire-on-palestinians-in-gaza-as-captive-exchange-agreed,19-Feb-25,
Israel partially withdraws troops in Lebanon as deadline expires,Thousands of Lebanese civilians are going back to their villages after the partial withdrawal of Israeli troops.,https://www.aljazeera.com/program/newsfeed/2025/2/18/video-israel-partially-withdraws-troops-in-lebanon-as-deadline-expires,18-Feb-25,
Ukraine rejects US-Russia talks as Moscow says no NATO peacekeepers,Ukraine’s president has rejected high-level US-Russia talks on ending the war on his country.,https://www.aljazeera.com/program/newsfeed/2025/2/18/ukraine-rejects-us-russia-talks-as-moscow-says-no-nato-peacekeepers,18-Feb-25,
How will Lebanon’s new leadership grapple with Israel’s partial withdrawal?,Israel’s defence minister says some troops will remain in five positions.,https://www.aljazeera.com/program/inside-story/2025/2/18/how-will-lebanons-new-leadership-grapple-with-israels-partial-withdrawal,18-Feb-25,
Israel refuses to fully withdraw from Lebanon: Here’s what to know,"Israel will keep troops in five locations in Lebanon, defying a ceasefire agreement that came into effect in November.",https://www.aljazeera.com/news/2025/2/18/israel-refuses-to-fully-withdraw-from-lebanon-heres-what-to-know,18-Feb-25,
British couple detained in Iran charged with spying,The couple said they had ignored warnings not to travel to Iran as part of their global motorbike trip.,https://www.aljazeera.com/news/2025/2/18/british-couple-detained-in-iran-charged-with-spying-during-global-bike-trip,18-Feb-25,
"Hamas to release six Israeli captives, hand over four bodies this week","Khalil al-Hayya, Hamas leader in Gaza, says six Israeli captives will be released on Saturday under a ceasefire deal.",https://www.aljazeera.com/news/2025/2/18/hamas-to-release-six-israeli-captives-hand-over-four-bodies-this-week,18-Feb-25,
Trump’s Ukraine policy shift: How will Europe respond?,European leaders are scrambling for responses after Trump reached out to Putin to end the war in Ukraine.,https://www.aljazeera.com/news/2025/2/18/trumps-ukraine-policy-shift-how-are-european-leaders-planning-to-respond,18-Feb-25,
Gaza ceasefire “imperative” for children’s needs,“We need to ensure that aid continues to flow.”,https://www.aljazeera.com/program/quotable/2025/2/18/gaza-ceasefire-imperative-for-childrens-needs,18-Feb-25,
Is the Israeli-Lebanon truce a ceasefire or a cover?,Did Israel use the Lebanon ceasefire as a cover to solidify its military presence?,https://www.aljazeera.com/program/birds-eye-view/2025/2/18/is-the-israeli-lebanon-truce-a-ceasefire-or-a-cover,18-Feb-25,
A letter from Gaza to Mr Trump,"Gaza was already the ‘Riviera of the Middle East’ and it will be again – when we, the Palestinians, rebuild it.",https://www.aljazeera.com/opinions/2025/2/18/a-letter-from-gaza-to-mr-trump,18-Feb-25,
US and Russia hold talks on Ukraine war in Saudi Arabia,The talks could lead to a summit later this month between US President Trump and Russian President Putin.,https://www.aljazeera.com/news/2025/2/18/us-russia-talks-sideline-ukraine-and-europe,18-Feb-25,
Israel accused of series of Gaza ceasefire violations,Israel has been accused of a series of violations to the Gaza ceasefire agreement.,https://www.aljazeera.com/program/newsfeed/2025/2/18/israel-accused-of-series-of-gaza-ceasefire-violations,18-Feb-25,
US man shot two Israeli tourists thinking they were Palestinians,Two Israelis in Miami were shot by a man who’d told police he’d carried out the attack thinking they were Palestinians.,https://www.aljazeera.com/program/newsfeed/2025/2/18/us-man-shot-two-israeli-tourists-thinking-they-were-palestinians,18-Feb-25,
Sudan paramilitaries kill hundreds in White Nile villages: NGO,Rebel RSF forces reportedly carried out ‘field executions’ and shot at people trying to flee across the Nile.,https://www.aljazeera.com/news/2025/2/18/sudan-paramilitaries-kill-hundreds-in-white-nile-villages-ngo,18-Feb-25,
UN calls for calm as violence flares in South Sudan,"Fighting reportedly broke out in Nasir in Upper Nile state on February 14 and 15, the UN mission in South Sudan says.",https://www.aljazeera.com/news/2025/2/18/un-calls-for-calm-as-violence-flares-in-south-sudan,18-Feb-25,
Turkiye arrests 282 amid bid to reconcile with PKK,Turkiye’s arrests of people with alleged “terror” ties come despite a government effort to end Kurdish conflict.,https://www.aljazeera.com/news/2025/2/18/turkiye-arrests-282-amid-bid-to-reconcile-with-pkk,18-Feb-25,
"Israel ‘just wanted to destroy’ in southern Lebanon, despite the ceasefire","In Naqoura, returning townspeople are saddened and perplexed by the ferocity of seemingly pointless destruction.",https://www.aljazeera.com/features/2025/2/18/israeli-just-wanted-to-destroy-in-southern-lebanon-despite-the-ceasefire,18-Feb-25,
Palestinian bookseller recalls ‘inhumane’ treatment in Israeli prison,A Palestinian bookseller who was detained after his store was raided by Israeli recalls ‘inhumane’ prison treatment.,https://www.aljazeera.com/program/newsfeed/2025/2/18/palestinian-bookseller-recalls-inhumane-treatment-in-israeli-prison,18-Feb-25,
Returning to our homes in Gaza,"After 15 months of war, thousands of displaced Palestinians returned to northern Gaza.",https://www.aljazeera.com/program/between-us/2025/2/18/returning-to-our-homes-in-gaza-2,18-Feb-25,
Israel increases “unlawful detention” of Palestinians,Palestinian prisoners are being unlawfully detained in Israel,https://www.aljazeera.com/program/quotable/2025/2/18/israel-increases-unlawful-detention-of-palestinians,18-Feb-25,
"In Sudan, violence, hunger and death haunt displaced families at every turn","The RSF assault on Zamzam camp forced thousands to flee to Tawila, where hunger already stalks the villagers.",https://www.aljazeera.com/gallery/2025/2/18/sudan-violence-hunger,18-Feb-25,
Lebanon demands full Israeli troop withdrawal from south,Israeli army says its forces will remain in five locations in Lebanon after deadline for full withdrawal.,https://www.aljazeera.com/news/2025/2/18/deadline-for-israeli-withdrawal-from-lebanon-expires,18-Feb-25,
"Returning to Gaza, a stranger in my own city",Al Jazeera’s Maram Humaid was forced to flee from her home in Gaza City due to Israel’s war.,https://www.aljazeera.com/features/2025/2/18/returning-gaza-a-stranger-own-city,18-Feb-25,
Egypt focused on Gaza reconstruction to counter Trump’s displacement plan,"Egypt’s foreign minister, Badr Abdelatty, has confirmed Cairo is ‘actively developing’ a reconstruction plan for Gaza.",https://www.aljazeera.com/news/2025/2/18/egypt-developing-gaza-reconstruction-plan-to-counter-trumps-take-over,18-Feb-25,
"Russia-Ukraine war: List of key events – day 1,090","Here are the key developments on the 1,090th day of Russia’s full-scale invasion of Ukraine.",https://www.aljazeera.com/news/2025/2/18/russia-ukraine-war-list-of-key-events-day-21,18-Feb-25,
Updates: Gaza ceasefire 2nd-phase negotiations begin this week – Israel,"Six living captives, 4 bodies to be released from Gaza as part of the ceasefire agreement, Hamas says.",https://www.aljazeera.com/news/liveblog/2025/2/18/live-israel-pushes-forward-with-plans-for-voluntary-expulsions-from-gaza,18-Feb-25,
Alcaraz beats Cilic in straight sets to advance at Qatar Open,Spain’s Carlo Alcaraz beats Croatia’s Marin Cilic to progress to the last 16 of the Qatar Open.,https://www.aljazeera.com/sports/2025/2/17/alcaraz-beats-cilic-in-straight-sets-to-advance-at-qatar-open,17-Feb-25,
Netanyahu says Israel committed to Trump’s ‘take over’ Gaza plan,Israeli PM hails US push to build ‘different Gaza’ as defence minister unveils plan for ‘departure’ of Palestinians.,https://www.aljazeera.com/news/2025/2/17/netanyahu-says-israel-committed-to-trumps-gaza-plan,17-Feb-25,
Senior Hamas official killed in Israeli strike in Lebanon’s Sidon,An Israeli strike targeted and killed a person in a vehicle in Lebanon’s Sidon.,https://www.aljazeera.com/program/newsfeed/2025/2/17/video-senior-hamas-official-killed-in-israeli-strike-in-lebanons-sidon,17-Feb-25,
"US, Russia confirm high-level Ukraine talks without Kyiv",Ukraine’s president says he “knew nothing about” high-level talks between the US and Russia to end Moscow’s war.,https://www.aljazeera.com/program/newsfeed/2025/2/17/us-russia-confirm-high-level-ukraine-talks-without-kyiv,17-Feb-25,
Unchilding Palestine’s children,"Israeli and Western portrayal of Palestinian children as adults aims to cover up their murder, maiming and imprisonment.",https://www.aljazeera.com/opinions/2025/2/17/unchilding-palestines-children,17-Feb-25,
Trump updates: Protesters denounce US president on ‘No Kings Day’,"These were the updates for Monday, February 17, as US Secretary of State Marco Rubio travelled to Saudi Arabia.",https://www.aljazeera.com/news/liveblog/2025/2/17/trump-live-news-top-us-diplomat-rubio-in-saudi-arabia-on-middle-east-tour,17-Feb-25,
Israel says troops will stay in five locations across southern Lebanon,Israeli army’s announcement comes after Lebanese leader raises concern Tuesday’s withdrawal deadline will not be met.,https://www.aljazeera.com/news/2025/2/17/lebanon-wary-israeli-military-will-not-meet-withdrawal-deadline,17-Feb-25,
"Israel plans 1,000-unit expansion for occupied West Bank settlement: NGO","Settlements in the territory, pushed by Israeli hardliners, are viewed as a major obstacle to peace.",https://www.aljazeera.com/news/2025/2/17/israel-plans-1000-unit-expansion-for-occupied-west-bank-settlement-ngo,17-Feb-25,
"Russia, US officials to meet in Saudi Arabia for Ukraine talks",European leaders meet in Paris amid concerns over US President Donald Trump’s push for bilateral talks with Russia.,https://www.aljazeera.com/news/2025/2/17/russian-confirms-high-level-talks-on-ukraine-in-saudi-arabia,17-Feb-25,
Palestinian boy injured as Israel continues raids across West Bank,A 13-year-old boy was injured by bullet shrapnel outside a school as Israeli forces raided Nablus.,https://www.aljazeera.com/program/newsfeed/2025/2/17/palestinian-boy-injured-as-israel-continues-raids-across-west-bank,17-Feb-25,
Drone footage shows destruction of north Gaza after 500 days of war,New drone footage from northern Gaza shows entire neighbourhoods reduced to rubble after 500 days of Israel’s war.,https://www.aljazeera.com/program/newsfeed/2025/2/17/drone-footage-shows-destruction-of-north-gaza-after-500-days-of-war,17-Feb-25,
Zelenskyy says won’t accept any US-Russia deal on war made without Ukraine,Ukraine leader says he will not accept deal made without his country ahead of meeting between Russia and US on Tuesday.,https://www.aljazeera.com/news/liveblog/2025/2/17/russia-ukraine-war-live-eu-leaders-hold-summit-as-us-ignores-bloc-in-talks,17-Feb-25,
‘No more silence’: Israelis face Gaza war backlash on Sri Lanka’s beaches,"For years, relations between residents and Israeli visitors were cordial, but cracks in this dynamic are now visible.",https://www.aljazeera.com/news/2025/2/17/no-more-silence-israelis-face-gaza-war-backlash-on-sri-lankas-beaches,17-Feb-25,
Updates: Israel kills Hamas commander in Lebanon as Gaza truce falters,Israel accused of breaking terms of truces despite diplomatic efforts to save the Hamas-Hezbollah-Israel ceasefires.,https://www.aljazeera.com/news/liveblog/2025/2/17/live-trump-says-israel-to-choose-path-for-gaza-ceasefire-with-his-help,17-Feb-25,
Israeli soldiers used 80-year-old Palestinian as Gaza human shield: Report,"With an explosive cord tied on his neck, the senior was forced by army to scout buildings, and shot dead on his release.",https://www.aljazeera.com/news/2025/2/16/israeli-soldiers-used-80-year-old-palestinian-as-gaza-human-shield-report,16-Feb-25,
Will the US and Israel succeed in ethnic cleansing of Gaza?,Author Pankaj Mishra argues that Israel’s war on Gaza has dealt a fatal blow to morality and international law.,https://www.aljazeera.com/program/the-bottom-line/2025/2/16/will-the-us-and-israel-succeed-in-ethnic-cleansing-of-gaza,16-Feb-25,
"Rubio says Hamas ‘must be eradicated’, casting doubt on Gaza ceasefire deal",US secretary of state endorses Israel’s war aims in the Gaza Strip during meeting with Israeli PM Netanyahu.,https://www.aljazeera.com/news/2025/2/16/rubio-says-hamas-must-be-eradicated-casting-doubt-on-gaza-ceasefire-deal,16-Feb-25,
From teams to talking points: Your guide to the ICC Champions Trophy 2025,Al Jazeera’s lowdown on cricket’s elite ODI tournament as holders Pakistan host their first ICC event in 29 years.,https://www.aljazeera.com/sports/2025/2/16/icc-champions-trophy-2025-teams-schedule-venues-tickets-how-to-stream,16-Feb-25,
Marco Rubio meets Netanyahu as Israel strikes Rafah despite ceasefire,US Secretary of State made no mention of Palestinians in a press conference with Israeli PM Benjamin Netanyahu.,https://www.aljazeera.com/program/newsfeed/2025/2/16/marco-rubio-meets-netanyahu-as-israel-strikes-rafah-despite-ceasefire,16-Feb-25,
"I stayed until the end, Dr Abu Nujaila. We will remember and rebuild",The self-sacrifice of Palestinian doctors in Gaza has inspired a new generation of medical students. I am one of them.,https://www.aljazeera.com/opinions/2025/2/16/i-stayed-until-the-end-dr-nujaila-we-will-remember-and-rebuild,16-Feb-25,
Video: Protesters around the world condemn Trump’s ‘takeover’ plan for Gaza,Demonstrators in cities across the globe are protesting against US President Donald Trump’s ‘takeover’ plan for Gaza.,https://www.aljazeera.com/program/newsfeed/2025/2/16/video-protesters-around-the-world-condemn-trumps-takeover-plan-for-gaza,16-Feb-25,
"Israeli raids, assaults continue across occupied West Bank",Some of the attacks were by Israeli settlers backed by soldiers.,https://www.aljazeera.com/news/2025/2/16/israeli-raids-assaults-continue-across-occupied-west-bank,16-Feb-25,
RSF escalates attacks on Sudan’s famine-stricken Zamzam refugee camp,"The paramilitary group is trying to tighten its grip on Darfur, a traditional stronghold.",https://www.aljazeera.com/news/2025/2/16/rsf-steps-up-attacks-on-sudans-famine-striken-zamzam-refugee-camp,16-Feb-25,
Updates: Israel threatens to ‘open the gates of hell’ on Gaza,Hamas says Israeli attack that killed policemen in southern Gaza a ‘serious violation’ of ceasefire deal.,https://www.aljazeera.com/news/liveblog/2025/2/16/live-israel-hamas-exchange-captives-rubio-in-israel-to-discuss-trump-plan,16-Feb-25,
"Hamas, Israel exchange captives and prisoners amid fragile ceasefire",Hamas released three captives in Gaza and Israel freed hundreds of Palestinians.,https://www.aljazeera.com/program/newsfeed/2025/2/15/hamas-israel-exchange-captives-and-prisoners-amid-fragile-ceasefire,15-Feb-25,
Four Palestinians released by Israel hospitalised in critical condition,Released Palestinians report severe malnutrition and physical abuse in Israeli prisons.,https://www.aljazeera.com/news/2025/2/15/it-was-hell-released-palestinian-prisoners-in-poor-health-conditions,15-Feb-25,
Palestinians burn ‘humiliating’ shirts after release from Israeli prisons,Freed Palestinians burn ‘racist’ shirts forced onto them by Israel in exchange for captives after tense negotiations.,https://www.aljazeera.com/news/2025/2/15/palestinians-burn-shirts-forced-to-wear-upon-release-from-israeli-jails,15-Feb-25,
Sudan army retakes more of capital Khartoum from RSF,Sudanese military makes gains in the capital as paramilitaries retain key positions.,https://www.aljazeera.com/news/2025/2/15/sudan-army-retakes-more-of-capital-khartoum-from-rsf,15-Feb-25,
Video: Israeli captives and Palestinian prisoners released,Three Israeli captives have been released in Gaza as part of the ceasefire deal.,https://www.aljazeera.com/program/newsfeed/2025/2/15/video-israeli-captives-and-palestinian-prisoners-released,15-Feb-25,
"Despite ceasefire, Israel still destroying homes in Gaza",Analysis of satellite images shows Israel has destroyed dozens of homes in possible breach of the ceasefire terms.,https://www.aljazeera.com/news/2025/2/15/despite-ceasefire-israel-still-destroying-homes-in-gaza,15-Feb-25,
Israel frees hundreds of Palestinians after captives in Gaza released,Israel is returning 369 Palestinian prisoners held in Israeli jails after three captives in Gaza were freed.,https://www.aljazeera.com/news/2025/2/15/israeli-captives-story,15-Feb-25,
More than 25 arrested after UN convoy attack in Lebanon,UNIFIL deputy commander wounded when convoy he travelled in was attacked by protesters who set his UN vehicle on fire.,https://www.aljazeera.com/news/2025/2/15/un-commander-injured-as-lebanese-protesters-torch-car-near-beirut-airport,15-Feb-25,
Updates: Israel releases 369 Palestinians after 3 captives freed in Gaza,"Ex-Palestinian prisoners arrive in Gaza, West Bank, East Jerusalem after three Israeli men freed in Gaza.",https://www.aljazeera.com/news/liveblog/2025/2/15/live-gaza-prepares-for-exchange-of-3-israeli-captives-for-369-palestinians,15-Feb-25,
Iran accuses Israel of disrupting Lebanon flights amid rising tensions,Hezbollah and Lebanese officials deny Israel’s claims of using Beirut’s airport for arming the group.,https://www.aljazeera.com/news/2025/2/14/iran-accuses-israel-of-disrupting-lebanon-flights-amid-rising-tensions,14-Feb-25,
Weaponising anti-Semitism won’t save Israel’s reputation | #AJOPINION,"Targeting pro-Palestinian students will not save Israel’s reputation in the US, according to CAIR’s Nihad Awad.",https://www.aljazeera.com/program/newsfeed/2025/2/14/weaponising-anti-semitism-wont-save-israels-reputation-ajopinion,14-Feb-25,
"Three captives, 369 Palestinians to be released next in Gaza ceasefire deal",Palestinian group in Gaza says a total of 369 prisoners held in Israeli jails are expected to be released on Saturday.,https://www.aljazeera.com/news/2025/2/14/three-captives-in-gaza-369-palestinians-held-by-israel-to-be-released,14-Feb-25,
Africa’s leaders must address weaponisation of rape in Sudan’s conflict,Sudan’s women and girls have endured horrific sexual violence throughout this war. They deserve support and protection.,https://www.aljazeera.com/opinions/2025/2/14/africas-leaders-must-address-weaponisation-of-rape-in-sudans-conflict,14-Feb-25,
Israeli raids cause widespread destruction in the West Bank,Israel’s weeks-long raid on the occupied West Bank has displaced thousands of Palestinians and caused destruction.,https://www.aljazeera.com/program/newsfeed/2025/2/14/israeli-raids-cause-widespread-destruction-in-the-west-bank,14-Feb-25,
Photos: Displaced Palestinians live amid the rubble of Gaza’s destruction,Aid groups warn that Israel blocking essential supplies to rebuild homes is worsening Gaza’s humanitarian crisis.,https://www.aljazeera.com/gallery/2025/2/14/displaced-palestinians-wait-for-aid-amid-the-rubble-of-gazas-destruction,14-Feb-25,
What they lost: Families in terror as Israel raids West Bank camps,"Israel killed Essam Awad’s son. He tried to stay in the home Muhammed was raised in, but Israel forced him out.",https://www.aljazeera.com/news/2025/2/14/what-they-lost-families-fleeing-in-terror-as-israel-raids-west-bank-camps,14-Feb-25,
Trump’s Gaza takeover ‘plan’ puts Egypt in a tough spot,Egypt must balance internal stability and US foreign aid when weighing its counter-offer to Trump’s Gaza plan.,https://www.aljazeera.com/news/2025/2/14/trumps-gaza-takeover-plan-puts-egypt-in-a-tough-spot,14-Feb-25,
"Updates: Hamas, PIJ name three Israeli captives to be freed in Gaza","These were the updates on the Gaza ceasefire and Israel’s attacks on the occupied West Bank for Friday, February 14.",https://www.aljazeera.com/news/liveblog/2025/2/14/live-israel-warns-of-war-as-hamas-confirms-3-gaza-captives-to-be-freed,14-Feb-25,
